day,program,semester,period,time_start,time_end,lab_name,lab_block_length,prev_is_lab,next_is_lab,lab_occupied,week
Tuesday,cse_g1,4.0,4,11:20,12:10,Test Lab,4,1,1,1,26
Tuesday,cse_aiml,6.0,5,13:40,14:30,Test Lab,4,1,1,1,26
Tuesday,cse_aiml,6.0,6,14:30,15:20,Test Lab,4,1,1,1,26
Tuesday,cse_aiml,6.0,7,15:30,16:20,Test Lab,4,1,1,1,26
Tuesday,cse_aiml,6.0,8,16:20,17:10,Test Lab,4,1,0,1,26
Wednesday,,,1,08:30,09:20,Test Lab,0,0,1,0,26
Wednesday,cse_g2,6.0,2,09:20,10:10,Test Lab,2,0,1,1,26
Wednesday,cse_g2,6.0,3,10:30,11:20,Test Lab,2,1,0,1,26
Wednesday,,,4,11:20,12:10,Test Lab,0,1,1,0,26
Wednesday,cse_g1,2.0,5,13:40,14:30,Test Lab,2,0,1,1,26
Wednesday,cse_g1,2.0,6,14:30,15:20,Test Lab,2,1,1,1,26
Wednesday,cse_g1,8.0,7,15:30,16:20,Test Lab,2,1,1,1,26
Wednesday,cse_g1,8.0,8,16:20,17:10,Test Lab,2,1,0,1,26
Thursday,,,1,08:30,09:20,Test Lab,0,0,0,0,26
Thursday,,,2,09:20,10:10,Test Lab,0,0,1,0,26
Thursday,cse_g2,8.0,3,10:30,11:20,Test Lab,2,0,1,1,26
Thursday,cse_g2,8.0,4,11:20,12:10,Test Lab,2,1,1,1,26
Thursday,cse_g1,6.0,5,13:40,14:30,Test Lab,4,1,1,0,26
Thursday,cse_g1,6.0,6,14:30,15:20,Test Lab,4,1,1,1,26
Thursday,cse_g1,6.0,7,15:30,16:20,Test Lab,4,1,1,0,26
Thursday,cse_g1,6.0,8,16:20,17:10,Test Lab,4,1,0,1,26
Friday,cse_aiml,6.0,1,08:30,09:20,Test Lab,4,0,1,0,26
Friday,cse_aiml,6.0,2,09:20,10:10,Test Lab,4,1,1,1,26
Friday,cse_aiml,6.0,3,10:30,11:20,Test Lab,4,1,1,1,26
Friday,cse_aiml,6.0,4,11:20,12:10,Test Lab,4,1,1,0,26
Friday,cse_g1,6.0,5,13:40,14:30,Test Lab,2,1,1,1,26
Friday,cse_g1,6.0,6,14:30,15:20,Test Lab,2,1,1,1,26
Friday,cse_g2,4.0,7,15:30,16:20,Test Lab,2,1,1,1,26
Friday,cse_g2,4.0,8,16:20,17:10,Test Lab,2,1,0,1,26
Monday,,,1,08:30,09:20,Test Lab,0,0,0,1,27
Monday,,,2,09:20,10:10,Test Lab,0,0,1,1,27
Monday,cse_g1,6.0,3,10:30,11:20,Test Lab,2,0,1,1,27
Monday,cse_g1,6.0,4,11:20,12:10,Test Lab,2,1,1,1,27
Monday,cse_g2,2.0,5,13:40,14:30,Test Lab,2,1,1,1,27
Monday,cse_g2,2.0,6,14:30,15:20,Test Lab,2,1,0,1,27
Monday,,,7,15:30,16:20,Test Lab,0,1,0,0,27
Monday,,,8,16:20,17:10,Test Lab,0,0,0,0,27
Tuesday,cse_g1,4.0,1,08:30,09:20,Test Lab,4,0,1,1,27
Tuesday,cse_g1,4.0,2,09:20,10:10,Test Lab,4,1,1,1,27
Tuesday,cse_g1,4.0,3,10:30,11:20,Test Lab,4,1,1,0,27
Tuesday,cse_g1,4.0,4,11:20,12:10,Test Lab,4,1,1,1,27
Tuesday,cse_aiml,6.0,5,13:40,14:30,Test Lab,4,1,1,1,27
Tuesday,cse_aiml,6.0,6,14:30,15:20,Test Lab,4,1,1,1,27
Tuesday,cse_aiml,6.0,7,15:30,16:20,Test Lab,4,1,1,1,27
Tuesday,cse_aiml,6.0,8,16:20,17:10,Test Lab,4,1,0,1,27
Wednesday,,,1,08:30,09:20,Test Lab,0,0,1,0,27
Wednesday,cse_g2,6.0,2,09:20,10:10,Test Lab,2,0,1,1,27
Wednesday,cse_g2,6.0,3,10:30,11:20,Test Lab,2,1,0,1,27
Wednesday,,,4,11:20,12:10,Test Lab,0,1,1,0,27
Wednesday,cse_g1,2.0,5,13:40,14:30,Test Lab,2,0,1,1,27
Wednesday,cse_g1,2.0,6,14:30,15:20,Test Lab,2,1,1,0,27
Wednesday,cse_g1,8.0,7,15:30,16:20,Test Lab,2,1,1,1,27
Wednesday,cse_g1,8.0,8,16:20,17:10,Test Lab,2,1,0,1,27
Thursday,,,1,08:30,09:20,Test Lab,0,0,0,0,27
Thursday,,,2,09:20,10:10,Test Lab,0,0,1,0,27
Thursday,cse_g2,8.0,3,10:30,11:20,Test Lab,2,0,1,1,27
Thursday,cse_g2,8.0,4,11:20,12:10,Test Lab,2,1,1,1,27
Thursday,cse_g1,6.0,5,13:40,14:30,Test Lab,4,1,1,1,27
Thursday,cse_g1,6.0,6,14:30,15:20,Test Lab,4,1,1,1,27
Thursday,cse_g1,6.0,7,15:30,16:20,Test Lab,4,1,1,1,27
Thursday,cse_g1,6.0,8,16:20,17:10,Test Lab,4,1,0,1,27
Friday,cse_aiml,6.0,1,08:30,09:20,Test Lab,4,0,1,1,27
Friday,cse_aiml,6.0,2,09:20,10:10,Test Lab,4,1,1,1,27
Friday,cse_aiml,6.0,3,10:30,11:20,Test Lab,4,1,1,1,27
Friday,cse_aiml,6.0,4,11:20,12:10,Test Lab,4,1,1,0,27
Friday,cse_g1,6.0,5,13:40,14:30,Test Lab,2,1,1,1,27
Friday,cse_g1,6.0,6,14:30,15:20,Test Lab,2,1,1,1,27
Friday,cse_g2,4.0,7,15:30,16:20,Test Lab,2,1,1,1,27
Friday,cse_g2,4.0,8,16:20,17:10,Test Lab,2,1,0,1,27
Monday,,,1,08:30,09:20,Test Lab,0,0,0,0,28
Monday,,,2,09:20,10:10,Test Lab,0,0,1,0,28
Monday,cse_g1,6.0,3,10:30,11:20,Test Lab,2,0,1,0,28
Monday,cse_g1,6.0,4,11:20,12:10,Test Lab,2,1,1,1,28
Monday,cse_g2,2.0,5,13:40,14:30,Test Lab,2,1,1,1,28
Monday,cse_g2,2.0,6,14:30,15:20,Test Lab,2,1,0,1,28
Monday,,,7,15:30,16:20,Test Lab,0,1,0,0,28
Monday,,,8,16:20,17:10,Test Lab,0,0,0,1,28
Tuesday,cse_g1,4.0,1,08:30,09:20,Test Lab,4,0,1,1,28
Tuesday,cse_g1,4.0,2,09:20,10:10,Test Lab,4,1,1,1,28
Tuesday,cse_g1,4.0,3,10:30,11:20,Test Lab,4,1,1,1,28
Tuesday,cse_g1,4.0,4,11:20,12:10,Test Lab,4,1,1,1,28
Tuesday,cse_aiml,6.0,5,13:40,14:30,Test Lab,4,1,1,1,28
Tuesday,cse_aiml,6.0,6,14:30,15:20,Test Lab,4,1,1,1,28
Tuesday,cse_aiml,6.0,7,15:30,16:20,Test Lab,4,1,1,1,28
Tuesday,cse_aiml,6.0,8,16:20,17:10,Test Lab,4,1,0,1,28
Wednesday,,,1,08:30,09:20,Test Lab,0,0,1,0,28
Wednesday,cse_g2,6.0,2,09:20,10:10,Test Lab,2,0,1,1,28
Wednesday,cse_g2,6.0,3,10:30,11:20,Test Lab,2,1,0,1,28
Wednesday,,,4,11:20,12:10,Test Lab,0,1,1,0,28
Wednesday,cse_g1,2.0,5,13:40,14:30,Test Lab,2,0,1,1,28
Wednesday,cse_g1,2.0,6,14:30,15:20,Test Lab,2,1,1,1,28
Wednesday,cse_g1,8.0,7,15:30,16:20,Test Lab,2,1,1,1,28
Wednesday,cse_g1,8.0,8,16:20,17:10,Test Lab,2,1,0,1,28
Thursday,,,1,08:30,09:20,Test Lab,0,0,0,0,28
Thursday,,,2,09:20,10:10,Test Lab,0,0,1,0,28
Thursday,cse_g2,8.0,3,10:30,11:20,Test Lab,2,0,1,1,28
Thursday,cse_g2,8.0,4,11:20,12:10,Test Lab,2,1,1,1,28
Thursday,cse_g1,6.0,5,13:40,14:30,Test Lab,4,1,1,1,28
Thursday,cse_g1,6.0,6,14:30,15:20,Test Lab,4,1,1,1,28
Thursday,cse_g1,6.0,7,15:30,16:20,Test Lab,4,1,1,1,28
Thursday,cse_g1,6.0,8,16:20,17:10,Test Lab,4,1,0,1,28
Friday,cse_aiml,6.0,1,08:30,09:20,Test Lab,4,0,1,1,28
Friday,cse_aiml,6.0,2,09:20,10:10,Test Lab,4,1,1,1,28
Friday,cse_aiml,6.0,3,10:30,11:20,Test Lab,4,1,1,1,28
Friday,cse_aiml,6.0,4,11:20,12:10,Test Lab,4,1,1,1,28
Friday,cse_g1,6.0,5,13:40,14:30,Test Lab,2,1,1,1,28
Friday,cse_g1,6.0,6,14:30,15:20,Test Lab,2,1,1,1,28
Friday,cse_g2,4.0,7,15:30,16:20,Test Lab,2,1,1,1,28
Friday,cse_g2,4.0,8,16:20,17:10,Test Lab,2,1,0,1,28
Monday,,,1,08:30,09:20,Test Lab,0,0,0,0,29
Monday,,,2,09:20,10:10,Test Lab,0,0,1,0,29
Monday,cse_g1,6.0,3,10:30,11:20,Test Lab,2,0,1,1,29
Monday,cse_g1,6.0,4,11:20,12:10,Test Lab,2,1,1,1,29
Monday,cse_g2,2.0,5,13:40,14:30,Test Lab,2,1,1,1,29
Monday,cse_g2,2.0,6,14:30,15:20,Test Lab,2,1,0,1,29
Monday,,,7,15:30,16:20,Test Lab,0,1,0,0,29
Monday,,,8,16:20,17:10,Test Lab,0,0,0,1,29
Tuesday,cse_g1,4.0,1,08:30,09:20,Test Lab,4,0,1,1,29
Tuesday,cse_g1,4.0,2,09:20,10:10,Test Lab,4,1,1,1,29
Tuesday,cse_g1,4.0,3,10:30,11:20,Test Lab,4,1,1,1,29
Tuesday,cse_g1,4.0,4,11:20,12:10,Test Lab,4,1,1,1,29
Tuesday,cse_aiml,6.0,5,13:40,14:30,Test Lab,4,1,1,1,29
Tuesday,cse_aiml,6.0,6,14:30,15:20,Test Lab,4,1,1,1,29
Tuesday,cse_aiml,6.0,7,15:30,16:20,Test Lab,4,1,1,0,29
Tuesday,cse_aiml,6.0,8,16:20,17:10,Test Lab,4,1,0,1,29
Wednesday,,,1,08:30,09:20,Test Lab,0,0,1,0,29
Wednesday,cse_g2,6.0,2,09:20,10:10,Test Lab,2,0,1,1,29
Wednesday,cse_g2,6.0,3,10:30,11:20,Test Lab,2,1,0,1,29
Wednesday,,,4,11:20,12:10,Test Lab,0,1,1,0,29
Wednesday,cse_g1,2.0,5,13:40,14:30,Test Lab,2,0,1,1,29
Wednesday,cse_g1,2.0,6,14:30,15:20,Test Lab,2,1,1,1,29
Wednesday,cse_g1,8.0,7,15:30,16:20,Test Lab,2,1,1,1,29
Wednesday,cse_g1,8.0,8,16:20,17:10,Test Lab,2,1,0,1,29
Thursday,,,1,08:30,09:20,Test Lab,0,0,0,0,29
Thursday,,,2,09:20,10:10,Test Lab,0,0,1,0,29
Thursday,cse_g2,8.0,3,10:30,11:20,Test Lab,2,0,1,1,29
Thursday,cse_g2,8.0,4,11:20,12:10,Test Lab,2,1,1,1,29
Thursday,cse_g1,6.0,5,13:40,14:30,Test Lab,4,1,1,1,29
Thursday,cse_g1,6.0,6,14:30,15:20,Test Lab,4,1,1,1,29
Thursday,cse_g1,6.0,7,15:30,16:20,Test Lab,4,1,1,1,29
Thursday,cse_g1,6.0,8,16:20,17:10,Test Lab,4,1,0,1,29
Friday,cse_aiml,6.0,1,08:30,09:20,Test Lab,4,0,1,1,29
Friday,cse_aiml,6.0,2,09:20,10:10,Test Lab,4,1,1,1,29
Friday,cse_aiml,6.0,3,10:30,11:20,Test Lab,4,1,1,1,29
Friday,cse_aiml,6.0,4,11:20,12:10,Test Lab,4,1,1,1,29
Friday,cse_g1,6.0,5,13:40,14:30,Test Lab,2,1,1,1,29
Friday,cse_g1,6.0,6,14:30,15:20,Test Lab,2,1,1,1,29
Friday,cse_g2,4.0,7,15:30,16:20,Test Lab,2,1,1,1,29
Friday,cse_g2,4.0,8,16:20,17:10,Test Lab,2,1,0,1,29
Monday,,,1,08:30,09:20,Test Lab,0,0,0,0,30
Monday,,,2,09:20,10:10,Test Lab,0,0,1,0,30
Monday,cse_g1,6.0,3,10:30,11:20,Test Lab,2,0,1,0,30
Monday,cse_g1,6.0,4,11:20,12:10,Test Lab,2,1,1,1,30
Monday,cse_g2,2.0,5,13:40,14:30,Test Lab,2,1,1,1,30
Monday,cse_g2,2.0,6,14:30,15:20,Test Lab,2,1,0,1,30
Monday,,,7,15:30,16:20,Test Lab,0,1,0,0,30
Monday,,,8,16:20,17:10,Test Lab,0,0,0,0,30
Tuesday,cse_g1,4.0,1,08:30,09:20,Test Lab,4,0,1,1,30
Tuesday,cse_g1,4.0,2,09:20,10:10,Test Lab,4,1,1,1,30
Tuesday,cse_g1,4.0,3,10:30,11:20,Test Lab,4,1,1,1,30
Tuesday,cse_g1,4.0,4,11:20,12:10,Test Lab,4,1,1,1,30
Tuesday,cse_aiml,6.0,5,13:40,14:30,Test Lab,4,1,1,1,30
Tuesday,cse_aiml,6.0,6,14:30,15:20,Test Lab,4,1,1,1,30
Tuesday,cse_aiml,6.0,7,15:30,16:20,Test Lab,4,1,1,1,30
Tuesday,cse_aiml,6.0,8,16:20,17:10,Test Lab,4,1,0,0,30
Wednesday,,,1,08:30,09:20,Test Lab,0,0,1,0,30
Wednesday,cse_g2,6.0,2,09:20,10:10,Test Lab,2,0,1,1,30
Wednesday,cse_g2,6.0,3,10:30,11:20,Test Lab,2,1,0,1,30
Wednesday,,,4,11:20,12:10,Test Lab,0,1,1,0,30
Wednesday,cse_g1,2.0,5,13:40,14:30,Test Lab,2,0,1,1,30
Wednesday,cse_g1,2.0,6,14:30,15:20,Test Lab,2,1,1,1,30
Wednesday,cse_g1,8.0,7,15:30,16:20,Test Lab,2,1,1,1,30
Wednesday,cse_g1,8.0,8,16:20,17:10,Test Lab,2,1,0,1,30
Thursday,,,1,08:30,09:20,Test Lab,0,0,0,0,30
Thursday,,,2,09:20,10:10,Test Lab,0,0,1,0,30
Thursday,cse_g2,8.0,3,10:30,11:20,Test Lab,2,0,1,0,30
Thursday,cse_g2,8.0,4,11:20,12:10,Test Lab,2,1,1,1,30
Thursday,cse_g1,6.0,5,13:40,14:30,Test Lab,4,1,1,1,30
Thursday,cse_g1,6.0,6,14:30,15:20,Test Lab,4,1,1,1,30
Thursday,cse_g1,6.0,7,15:30,16:20,Test Lab,4,1,1,1,30
Thursday,cse_g1,6.0,8,16:20,17:10,Test Lab,4,1,0,1,30
Friday,cse_aiml,6.0,1,08:30,09:20,Test Lab,4,0,1,1,30
Friday,cse_aiml,6.0,2,09:20,10:10,Test Lab,4,1,1,1,30
Friday,cse_aiml,6.0,3,10:30,11:20,Test Lab,4,1,1,1,30
Friday,cse_aiml,6.0,4,11:20,12:10,Test Lab,4,1,1,1,30
Friday,cse_g1,6.0,5,13:40,14:30,Test Lab,2,1,1,1,30
Friday,cse_g1,6.0,6,14:30,15:20,Test Lab,2,1,1,1,30
Friday,cse_g2,4.0,7,15:30,16:20,Test Lab,2,1,1,1,30
Friday,cse_g2,4.0,8,16:20,17:10,Test Lab,2,1,0,1,30
Monday,,,1,08:30,09:20,Test Lab,0,0,0,0,31
Monday,,,2,09:20,10:10,Test Lab,0,0,1,0,31
Monday,cse_g1,6.0,3,10:30,11:20,Test Lab,2,0,1,1,31
Monday,cse_g1,6.0,4,11:20,12:10,Test Lab,2,1,1,1,31
Monday,cse_g2,2.0,5,13:40,14:30,Test Lab,2,1,1,1,31
Monday,cse_g2,2.0,6,14:30,15:20,Test Lab,2,1,0,1,31
Monday,,,7,15:30,16:20,Test Lab,0,1,0,0,31
Monday,,,8,16:20,17:10,Test Lab,0,0,0,0,31
Tuesday,cse_g1,4.0,1,08:30,09:20,Test Lab,4,0,1,1,31
Tuesday,cse_g1,4.0,2,09:20,10:10,Test Lab,4,1,1,1,31
Tuesday,cse_g1,4.0,3,10:30,11:20,Test Lab,4,1,1,1,31
Tuesday,cse_g1,4.0,4,11:20,12:10,Test Lab,4,1,1,1,31
Tuesday,cse_aiml,6.0,5,13:40,14:30,Test Lab,4,1,1,1,31
Tuesday,cse_aiml,6.0,6,14:30,15:20,Test Lab,4,1,1,1,31
Tuesday,cse_aiml,6.0,7,15:30,16:20,Test Lab,4,1,1,1,31
Tuesday,cse_aiml,6.0,8,16:20,17:10,Test Lab,4,1,0,1,31
Wednesday,,,1,08:30,09:20,Test Lab,0,0,1,0,31
Wednesday,cse_g2,6.0,2,09:20,10:10,Test Lab,2,0,1,1,31
Wednesday,cse_g2,6.0,3,10:30,11:20,Test Lab,2,1,0,1,31
Wednesday,,,4,11:20,12:10,Test Lab,0,1,1,0,31
Wednesday,cse_g1,2.0,5,13:40,14:30,Test Lab,2,0,1,1,31
Wednesday,cse_g1,2.0,6,14:30,15:20,Test Lab,2,1,1,1,31
Wednesday,cse_g1,8.0,7,15:30,16:20,Test Lab,2,1,1,1,31
Wednesday,cse_g1,8.0,8,16:20,17:10,Test Lab,2,1,0,1,31
Thursday,,,1,08:30,09:20,Test Lab,0,0,0,0,31
Thursday,,,2,09:20,10:10,Test Lab,0,0,1,0,31
Thursday,cse_g2,8.0,3,10:30,11:20,Test Lab,2,0,1,1,31
Thursday,cse_g2,8.0,4,11:20,12:10,Test Lab,2,1,1,1,31
Thursday,cse_g1,6.0,5,13:40,14:30,Test Lab,4,1,1,1,31
Thursday,cse_g1,6.0,6,14:30,15:20,Test Lab,4,1,1,1,31
Thursday,cse_g1,6.0,7,15:30,16:20,Test Lab,4,1,1,1,31
Thursday,cse_g1,6.0,8,16:20,17:10,Test Lab,4,1,0,1,31
Friday,cse_aiml,6.0,1,08:30,09:20,Test Lab,4,0,1,1,31
Friday,cse_aiml,6.0,2,09:20,10:10,Test Lab,4,1,1,1,31
Friday,cse_aiml,6.0,3,10:30,11:20,Test Lab,4,1,1,1,31
Friday,cse_aiml,6.0,4,11:20,12:10,Test Lab,4,1,1,1,31
Friday,cse_g1,6.0,5,13:40,14:30,Test Lab,2,1,1,1,31
Friday,cse_g1,6.0,6,14:30,15:20,Test Lab,2,1,1,1,31
Friday,cse_g2,4.0,7,15:30,16:20,Test Lab,2,1,1,1,31
Friday,cse_g2,4.0,8,16:20,17:10,Test Lab,2,1,0,0,31
Monday,,,1,08:30,09:20,Test Lab,0,0,0,0,32
Monday,,,2,09:20,10:10,Test Lab,0,0,1,1,32
Monday,cse_g1,6.0,3,10:30,11:20,Test Lab,2,0,1,1,32
Monday,cse_g1,6.0,4,11:20,12:10,Test Lab,2,1,1,1,32
Monday,cse_g2,2.0,5,13:40,14:30,Test Lab,2,1,1,1,32
Monday,cse_g2,2.0,6,14:30,15:20,Test Lab,2,1,0,1,32
Monday,,,7,15:30,16:20,Test Lab,0,1,0,0,32
Monday,,,8,16:20,17:10,Test Lab,0,0,0,0,32
Tuesday,cse_g1,4.0,1,08:30,09:20,Test Lab,4,0,1,1,32
Tuesday,cse_g1,4.0,2,09:20,10:10,Test Lab,4,1,1,1,32
Tuesday,cse_g1,4.0,3,10:30,11:20,Test Lab,4,1,1,1,32
Tuesday,cse_g1,4.0,4,11:20,12:10,Test Lab,4,1,1,1,32
Tuesday,cse_aiml,6.0,5,13:40,14:30,Test Lab,4,1,1,1,32
Tuesday,cse_aiml,6.0,6,14:30,15:20,Test Lab,4,1,1,1,32
Tuesday,cse_aiml,6.0,7,15:30,16:20,Test Lab,4,1,1,1,32
Tuesday,cse_aiml,6.0,8,16:20,17:10,Test Lab,4,1,0,1,32
Wednesday,,,1,08:30,09:20,Test Lab,0,0,1,0,32
Wednesday,cse_g2,6.0,2,09:20,10:10,Test Lab,2,0,1,1,32
Wednesday,cse_g2,6.0,3,10:30,11:20,Test Lab,2,1,0,1,32
Wednesday,,,4,11:20,12:10,Test Lab,0,1,1,0,32
Wednesday,cse_g1,2.0,5,13:40,14:30,Test Lab,2,0,1,1,32
Wednesday,cse_g1,2.0,6,14:30,15:20,Test Lab,2,1,1,1,32
Wednesday,cse_g1,8.0,7,15:30,16:20,Test Lab,2,1,1,1,32
Wednesday,cse_g1,8.0,8,16:20,17:10,Test Lab,2,1,0,1,32
Thursday,,,1,08:30,09:20,Test Lab,0,0,0,0,32
Thursday,,,2,09:20,10:10,Test Lab,0,0,1,0,32
Thursday,cse_g2,8.0,3,10:30,11:20,Test Lab,2,0,1,1,32
Thursday,cse_g2,8.0,4,11:20,12:10,Test Lab,2,1,1,1,32
Thursday,cse_g1,6.0,5,13:40,14:30,Test Lab,4,1,1,0,32
Thursday,cse_g1,6.0,6,14:30,15:20,Test Lab,4,1,1,0,32
Thursday,cse_g1,6.0,7,15:30,16:20,Test Lab,4,1,1,1,32
Thursday,cse_g1,6.0,8,16:20,17:10,Test Lab,4,1,0,1,32
Friday,cse_aiml,6.0,1,08:30,09:20,Test Lab,4,0,1,1,32
Friday,cse_aiml,6.0,2,09:20,10:10,Test Lab,4,1,1,0,32
Friday,cse_aiml,6.0,3,10:30,11:20,Test Lab,4,1,1,1,32
Friday,cse_aiml,6.0,4,11:20,12:10,Test Lab,4,1,1,1,32
Friday,cse_g1,6.0,5,13:40,14:30,Test Lab,2,1,1,1,32
Friday,cse_g1,6.0,6,14:30,15:20,Test Lab,2,1,1,1,32
Friday,cse_g2,4.0,7,15:30,16:20,Test Lab,2,1,1,1,32
Friday,cse_g2,4.0,8,16:20,17:10,Test Lab,2,1,0,1,32
Monday,,,1,08:30,09:20,Test Lab,0,0,0,0,33
Monday,,,2,09:20,10:10,Test Lab,0,0,1,0,33
Monday,cse_g1,6.0,3,10:30,11:20,Test Lab,2,0,1,1,33
Monday,cse_g1,6.0,4,11:20,12:10,Test Lab,2,1,1,1,33
Monday,cse_g2,2.0,5,13:40,14:30,Test Lab,2,1,1,1,33
Monday,cse_g2,2.0,6,14:30,15:20,Test Lab,2,1,0,1,33
Monday,,,7,15:30,16:20,Test Lab,0,1,0,1,33
Monday,,,8,16:20,17:10,Test Lab,0,0,0,0,33
Tuesday,cse_g1,4.0,1,08:30,09:20,Test Lab,4,0,1,1,33
Tuesday,cse_g1,4.0,2,09:20,10:10,Test Lab,4,1,1,0,33
Tuesday,cse_g1,4.0,3,10:30,11:20,Test Lab,4,1,1,1,33
Tuesday,cse_g1,4.0,4,11:20,12:10,Test Lab,4,1,1,1,33
Tuesday,cse_aiml,6.0,5,13:40,14:30,Test Lab,4,1,1,1,33
Tuesday,cse_aiml,6.0,6,14:30,15:20,Test Lab,4,1,1,1,33
Tuesday,cse_aiml,6.0,7,15:30,16:20,Test Lab,4,1,1,1,33
Tuesday,cse_aiml,6.0,8,16:20,17:10,Test Lab,4,1,0,1,33
Wednesday,,,1,08:30,09:20,Test Lab,0,0,1,0,33
Wednesday,cse_g2,6.0,2,09:20,10:10,Test Lab,2,0,1,0,33
Wednesday,cse_g2,6.0,3,10:30,11:20,Test Lab,2,1,0,1,33
Wednesday,,,4,11:20,12:10,Test Lab,0,1,1,0,33
Wednesday,cse_g1,2.0,5,13:40,14:30,Test Lab,2,0,1,1,33
Wednesday,cse_g1,2.0,6,14:30,15:20,Test Lab,2,1,1,1,33
Wednesday,cse_g1,8.0,7,15:30,16:20,Test Lab,2,1,1,1,33
Wednesday,cse_g1,8.0,8,16:20,17:10,Test Lab,2,1,0,0,33
Thursday,,,1,08:30,09:20,Test Lab,0,0,0,0,33
Thursday,,,2,09:20,10:10,Test Lab,0,0,1,0,33
Thursday,cse_g2,8.0,3,10:30,11:20,Test Lab,2,0,1,1,33
Thursday,cse_g2,8.0,4,11:20,12:10,Test Lab,2,1,1,1,33
Thursday,cse_g1,6.0,5,13:40,14:30,Test Lab,4,1,1,1,33
Thursday,cse_g1,6.0,6,14:30,15:20,Test Lab,4,1,1,1,33
Thursday,cse_g1,6.0,7,15:30,16:20,Test Lab,4,1,1,1,33
Thursday,cse_g1,6.0,8,16:20,17:10,Test Lab,4,1,0,1,33
Friday,cse_aiml,6.0,1,08:30,09:20,Test Lab,4,0,1,1,33
Friday,cse_aiml,6.0,2,09:20,10:10,Test Lab,4,1,1,1,33
Friday,cse_aiml,6.0,3,10:30,11:20,Test Lab,4,1,1,1,33
Friday,cse_aiml,6.0,4,11:20,12:10,Test Lab,4,1,1,1,33
Friday,cse_g1,6.0,5,13:40,14:30,Test Lab,2,1,1,1,33
Friday,cse_g1,6.0,6,14:30,15:20,Test Lab,2,1,1,1,33
Friday,cse_g2,4.0,7,15:30,16:20,Test Lab,2,1,1,1,33
Friday,cse_g2,4.0,8,16:20,17:10,Test Lab,2,1,0,1,33
Monday,,,1,08:30,09:20,Test Lab,0,0,0,0,34
Monday,,,2,09:20,10:10,Test Lab,0,0,1,0,34
Monday,cse_g1,6.0,3,10:30,11:20,Test Lab,2,0,1,0,34
Monday,cse_g1,6.0,4,11:20,12:10,Test Lab,2,1,1,1,34
Monday,cse_g2,2.0,5,13:40,14:30,Test Lab,2,1,1,1,34
Monday,cse_g2,2.0,6,14:30,15:20,Test Lab,2,1,0,1,34
Monday,,,7,15:30,16:20,Test Lab,0,1,0,0,34
Monday,,,8,16:20,17:10,Test Lab,0,0,0,0,34
Tuesday,cse_g1,4.0,1,08:30,09:20,Test Lab,4,0,1,1,34
Tuesday,cse_g1,4.0,2,09:20,10:10,Test Lab,4,1,1,1,34
Tuesday,cse_g1,4.0,3,10:30,11:20,Test Lab,4,1,1,1,34
Tuesday,cse_g1,4.0,4,11:20,12:10,Test Lab,4,1,1,1,34
Tuesday,cse_aiml,6.0,5,13:40,14:30,Test Lab,4,1,1,1,34
Tuesday,cse_aiml,6.0,6,14:30,15:20,Test Lab,4,1,1,1,34
Tuesday,cse_aiml,6.0,7,15:30,16:20,Test Lab,4,1,1,1,34
Tuesday,cse_aiml,6.0,8,16:20,17:10,Test Lab,4,1,0,1,34
Wednesday,,,1,08:30,09:20,Test Lab,0,0,1,0,34
Wednesday,cse_g2,6.0,2,09:20,10:10,Test Lab,2,0,1,1,34
Wednesday,cse_g2,6.0,3,10:30,11:20,Test Lab,2,1,0,1,34
Wednesday,,,4,11:20,12:10,Test Lab,0,1,1,0,34
Wednesday,cse_g1,2.0,5,13:40,14:30,Test Lab,2,0,1,1,34
Wednesday,cse_g1,2.0,6,14:30,15:20,Test Lab,2,1,1,1,34
Wednesday,cse_g1,8.0,7,15:30,16:20,Test Lab,2,1,1,1,34
Wednesday,cse_g1,8.0,8,16:20,17:10,Test Lab,2,1,0,1,34
Thursday,,,1,08:30,09:20,Test Lab,0,0,0,0,34
Thursday,,,2,09:20,10:10,Test Lab,0,0,1,0,34
Thursday,cse_g2,8.0,3,10:30,11:20,Test Lab,2,0,1,1,34
Thursday,cse_g2,8.0,4,11:20,12:10,Test Lab,2,1,1,1,34
Thursday,cse_g1,6.0,5,13:40,14:30,Test Lab,4,1,1,0,34
Thursday,cse_g1,6.0,6,14:30,15:20,Test Lab,4,1,1,1,34
Thursday,cse_g1,6.0,7,15:30,16:20,Test Lab,4,1,1,1,34
Thursday,cse_g1,6.0,8,16:20,17:10,Test Lab,4,1,0,1,34
Friday,cse_aiml,6.0,1,08:30,09:20,Test Lab,4,0,1,1,34
Friday,cse_aiml,6.0,2,09:20,10:10,Test Lab,4,1,1,1,34
Friday,cse_aiml,6.0,3,10:30,11:20,Test Lab,4,1,1,1,34
Friday,cse_aiml,6.0,4,11:20,12:10,Test Lab,4,1,1,0,34
Friday,cse_g1,6.0,5,13:40,14:30,Test Lab,2,1,1,1,34
Friday,cse_g1,6.0,6,14:30,15:20,Test Lab,2,1,1,1,34
Friday,cse_g2,4.0,7,15:30,16:20,Test Lab,2,1,1,1,34
Friday,cse_g2,4.0,8,16:20,17:10,Test Lab,2,1,0,1,34
Monday,,,1,08:30,09:20,Test Lab,0,0,0,0,35
Monday,,,2,09:20,10:10,Test Lab,0,0,1,0,35
Monday,cse_g1,6.0,3,10:30,11:20,Test Lab,2,0,1,0,35
